"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"182";"Mimosa Mind´s Eye -Travels";25000;"Kehittämistuki";"Animaatiosarja";"Mimosa Mind´s Eye -Travels Oy";"Jukka Asikainen";2012;2012-12-05
"183";"Råtta Booris";15000;"Kehittämistuki";"Animaatiosarja";"Edith Film Oy";"Joona Louhivuori";2011;2011-10-26
"184";"TYTTÖJEN TUUMAT & POIKIEN PUUHAT (nuorisoraha) (tv-sarja)";40000;"Kehittämistuki";"Animaatiosarja";"Anima Boutique Oy";"Joona Louhivuori";2011;2011-04-27
"185";"ASIAKASPALVELIJAT (työnimi) (animaatiosarja 10x7') (nuorisoraha)";8000;"Kehittämistuki";"Animaatiosarja";"Brutal de Lux Oy";"Joona Louhivuori";2010;2010-10-27
"186";"27 ensimmäistä vuotta";6000;"Kehittämistuki";"Dokumenttielokuva";"Wacky Tie Films Oy";"Elina Kivihalme";2015;2015-11-19
"187";"Ikuista Ihmistä rakentamassa";13647;"Kehittämistuki";"Dokumenttielokuva";"KINOVID PRODUCTIONS Ky";"Elina Kivihalme";2015;2015-03-23
"188";"Puolikuun alla";11000;"Kehittämistuki";"Dokumenttielokuva";"Aethyr Aesthetics Oy";"Elina Kivihalme";2015;2015-02-05
"189";"Kitkajoki";15000;"Kehittämistuki";"Dokumenttielokuva";"Rapid River Ky";"Elina Kivihalme";2015;2015-02-05
"190";"Eleganssi";20000;"Kehittämistuki";"Dokumenttielokuva";"EUPHORIA FILM OY";"Elina Kivihalme";2014;2014-12-04
"191";"Aikakylä";15000;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2014;2014-06-04
"192";"Sokeiden Unet";15000;"Kehittämistuki";"Dokumenttielokuva";"Brutal de Lux Oy";"Elina Kivihalme";2014;2014-02-04
"193";"The Terminator";14000;"Kehittämistuki";"Dokumenttielokuva";"Oy Pampas Production Ab";"Elina Kivihalme";2014;2014-02-04
"194";"Parkkipaikkajoulu";10000;"Kehittämistuki";"Dokumenttielokuva";"Brutal de Lux Oy";"Elina Kivihalme";2013;2013-05-29
"195";"Hentokeijukorento";10000;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2013;2013-05-29
"196";"Helsinki-Sydney project";6000;"Kehittämistuki";"Dokumenttielokuva";"Wacky Tie Films Oy";"Elina Kivihalme";2013;2013-04-24
"197";"Helsinki Outsiders";20000;"Kehittämistuki";"Dokumenttielokuva";"Långfilm Productions Finland Oy";"Elina Kivihalme";2013;2013-03-20
"198";"VALTION VIHOLLISET";6758;"Kehittämistuki";"Dokumenttielokuva";"Fisher King Production Oy";"Miia Haavisto";2013;2013-03-18
"199";"Uusi Suomalainen (ent. Ilya ja Timo)";13600;"Kehittämistuki";"Dokumenttielokuva";"Inland Film Company Oy";"Elina Kivihalme";2012;2012-12-05
"200";"Pizzeria Finlandia";20000;"Kehittämistuki";"Dokumenttielokuva";"Helsinki-filmi Oy";"Elina Kivihalme";2012;2012-12-05
"201";"Kahden sielun siskoni (saamelaisraha)";18500;"Kehittämistuki";"Dokumenttielokuva";"Vaski Filmi Oy";"Elina Kivihalme";2012;2012-12-05
"202";"Kihniö";20000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2012;2012-12-05
"203";"YANTI UNISSA";4244;"Kehittämistuki";"Dokumenttielokuva";"Anarkino Oy";"Miia Haavisto";2012;2012-11-26
"204";"Tasapaino (saamelaisraha)";15000;"Kehittämistuki";"Dokumenttielokuva";"Forest Camp Entertainment Oy";"Elina Kivihalme";2012;2012-05-30
"205";"SIIVEKKÄÄT (saamelaisraha)";21500;"Kehittämistuki";"Dokumenttielokuva";"INARIN ELOKUVATEOLLISUUS OY";"Elina Kivihalme";2012;2012-05-30
"206";"Yirtik!";30000;"Kehittämistuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Elina Kivihalme";2012;2012-05-30
"207";"Naisten Afganistan";20000;"Kehittämistuki";"Dokumenttielokuva";"Osuuskunta Icebreaker Productions";"Elina Kivihalme";2012;2012-03-21
"208";"Toinen Maailma";18000;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Elina Kivihalme";2012;2012-03-21
"209";"Kantonen ja myytti kerros kerrokselta";7000;"Kehittämistuki";"Dokumenttielokuva";"Inland Film Company Oy";"Elina Kivihalme";2011;2011-12-07
"210";"Lieksan valinta";16000;"Kehittämistuki";"Dokumenttielokuva";"Kinocompany Finland Oy";"Elina Kivihalme";2011;2011-12-07
"211";"Nuudelit";22000;"Kehittämistuki";"Dokumenttielokuva";"RT Documentaries Oy";"Elina Kivihalme";2011;2011-12-07
"212";"Voices of the poor";16000;"Kehittämistuki";"Dokumenttielokuva";"Videokuu Oy";"Elina Kivihalme";2011;2011-12-07
"213";"Sisters online";15500;"Kehittämistuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Elina Kivihalme";2011;2011-10-26
"214";"Matkamuistoja";6000;"Kehittämistuki";"Dokumenttielokuva";"Ilokuva, Naukkarinen&Co";"Elina Kivihalme";2011;2011-10-26
"215";"KOTIA KOHTI";16000;"Kehittämistuki";"Dokumenttielokuva";"Kinoproduction Oy";"Elina Kivihalme";2011;2011-10-26
"216";"Koulu - sarja";20000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2011;2011-04-27
"217";"Hiljaisen talven lapsi";7000;"Kehittämistuki";"Dokumenttielokuva";"Guerilla Films Oy";"Elina Kivihalme";2011;2011-04-27
"218";"Itsenäisyyspäivä";7400;"Kehittämistuki";"Dokumenttielokuva";"Osuuskunta Icebreaker Productions";"Elina Kivihalme";2011;2011-04-27
"219";"ITSENÄISYYSPÄIVÄ";9354;"Kehittämistuki";"Dokumenttielokuva";"Osuuskunta Icebreaker Productions";"Miia Haavisto";2011;2011-04-26
"220";"FINNSURF";12500;"Kehittämistuki";"Dokumenttielokuva";"Ahlgren Harjula Konttinen Oy";"Elina Kivihalme";2011;2011-03-18
"221";"VENÄJÄN VAPAIN MIES";16000;"Kehittämistuki";"Dokumenttielokuva";"Kinocompany Finland Oy";"Elina Kivihalme";2011;2011-02-08
"222";"JOURNALS OF LIFE";9500;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2011;2011-02-08
"223";"PUNAINEN TALO";12000;"Kehittämistuki";"Dokumenttielokuva";"Filmifakta Oy";"Miia Haavisto";2010;2010-12-20
"224";"AMERICAN VAGABOND";20000;"Kehittämistuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Miia Haavisto";2010;2010-12-08
"225";"Ahnenerbe (ent.kArjala)";12500;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Miia Haavisto";2010;2010-12-08
"226";"OASIS - VIIMEINEN TOIVO";10000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Miia Haavisto";2010;2010-12-08
"227";"THE NEW ARTIST";13000;"Kehittämistuki";"Dokumenttielokuva";"Oy Bufo Ab";"Miia Haavisto";2010;2010-12-08
"228";"KUMMISETÄ";6000;"Kehittämistuki";"Dokumenttielokuva";"Pohjola-filmi Oy";"Miia Haavisto";2010;2010-12-08
"229";"KISSANLOUKKU";17000;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Miia Haavisto";2010;2010-12-08
"230";"MATKUSTAJA";8000;"Kehittämistuki";"Dokumenttielokuva";"Of Course My Films";"Joona Louhivuori";2010;2010-10-27
"231";"VASKISEPÄT";5600;"Kehittämistuki";"Dokumenttielokuva";"FRAME PRODUCTIONS Oy";"Miia Haavisto";2010;2010-10-27
"232";"TOLONEN - THIS LIFE";8000;"Kehittämistuki";"Dokumenttielokuva";"Gateway Films Oy";"Miia Haavisto";2010;2010-10-27
"233";"HAVAHTUMINEN";12300;"Kehittämistuki";"Dokumenttielokuva";"Of Course My Films";"Miia Haavisto";2010;2010-10-27
"234";"REVIIRI";22000;"Kehittämistuki";"Dokumenttielokuva";"Pohjankonna Oy";"Miia Haavisto";2010;2010-10-08
"235";"WOMAN ON HOLD";25000;"Kehittämistuki";"Dokumenttielokuva";"Helmi Films Oy";"Miia Haavisto";2010;2010-09-15
"236";"FRAMES TELL THE STORY (työnimi)";15000;"Kehittämistuki";"Dokumenttielokuva";"Filmiryhmä Oy";"Miia Haavisto";2010;2010-06-29
"237";"PERTTI KURIKAN NIMIPÄIVÄT";22000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Miia Haavisto";2010;2010-06-28
"238";"SLOBODA - VAPAUDEN TAIVAL (työnimi)";8000;"Kehittämistuki";"Dokumenttielokuva";"Stormborg Productions Oy";"Miia Haavisto";2010;2010-06-09
"239";"IRAKIN PRESIDENTTI";22000;"Kehittämistuki";"Dokumenttielokuva";"Aito Media Oy";"Miia Haavisto";2010;2010-06-01
"240";"AUTS";6000;"Kehittämistuki";"Dokumenttielokuva";"Angry-La Visual Design Ky";"Miia Haavisto";2010;2010-05-17
"241";"Sammon ryöstö (ent. Metsänhoidollisesti ainoa vaihtoehto)";10000;"Kehittämistuki";"Dokumenttielokuva";"Kulttuuriosuuskunta Elonkirjo";"Miia Haavisto";2010;2010-05-10
"242";"PAINAJAINEN";20000;"Kehittämistuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Miia Haavisto";2010;2010-03-26
"243";"PUNAISEN METSÄN HOTELLI";14000;"Kehittämistuki";"Dokumenttielokuva";"Luxian productions Oy";"Miia Haavisto";2010;2010-03-09
"244";"KUNINGAS GESARIN SANANSAATTAJA";12000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Miia Haavisto";2010;2010-03-08
"245";"RAKKAUS RIITTÄÄ";19000;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Miia Haavisto";2010;2010-02-26
"246";"JUMALAINEN VALO - LEONARDO DA VILHU";10000;"Kehittämistuki";"Dokumenttielokuva";"Bitar Films Oy";"Miia Haavisto";2010;2010-02-25
"247";"LAHTI 2001";15000;"Kehittämistuki";"Dokumenttielokuva";"Art Films production AFP Oy";"Miia Haavisto";2010;2010-02-23
"248";"BODY OF GOD";8000;"Kehittämistuki";"Dokumenttielokuva";"Hakalax Productions Oy";"Miia Haavisto";2010;2010-02-18
"249";"KODITON KOTI (elvytys)";12000;"Kehittämistuki";"Dokumenttielokuva";"Kristalli-Filmi Oy";"Miia Haavisto";2010;2010-01-19
"250";"DANCE OF OUTLAWS";12500;"Kehittämistuki";"Dokumenttielokuva";"Road Movies Oy";"Miia Haavisto";2010;2010-01-12
"251";"MAAILMANLOPUN ANATOMIA";6292;"Kehittämistuki";"Dokumenttielokuva";"Juonifilmi Oy";"Elina Kivihalme";2010;2010-01-07
"252";"LETHAL DEPTHS";7000;"Kehittämistuki";"Dokumenttielokuva";"Hakalax Productions Oy";"Jukka Asikainen";2009;2009-12-18
"253";"KIRKKOKATU (elvytys)";12000;"Kehittämistuki";"Dokumenttielokuva";"Grape Productions OY";"Miia Haavisto";2009;2009-12-16
"254";"JÄÄMARSSI (elvytys)";13000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Miia Haavisto";2009;2009-11-18
"255";"TOLONEN - THIS LIFE";8000;"Kehittämistuki";"Dokumenttielokuva";"Gateway Films Oy";"Miia Haavisto";2009;2009-10-26
"256";"FINNBLOOD";22000;"Kehittämistuki";"Dokumenttielokuva";"Oy Bufo Ab";"Miia Haavisto";2009;2009-09-24
"257";"KONSULTTI";7000;"Kehittämistuki";"Dokumenttielokuva";"Mediatuotanto Amigos Oy";"Miia Haavisto";2009;2009-09-14
"258";"LOVE U LOVE U LOVE U";10000;"Kehittämistuki";"Dokumenttielokuva";"Mediatehdas Dakar Oy";"Miia Haavisto";2009;2009-08-24
"259";"TARINOIDEN SUOMI (työnimi Suomi 2009) (elvytys)";20000;"Kehittämistuki";"Dokumenttielokuva";"Videokuu Oy";"Miia Haavisto";2009;2009-08-13
"260";"UM-SHMUM";10000;"Kehittämistuki";"Dokumenttielokuva";"Oy GIG Ab";"Miia Haavisto";2009;2009-08-12
"261";"MIHAELA";16500;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Miia Haavisto";2009;2009-07-01
"262";"ALPPIKATU 25";14000;"Kehittämistuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Miia Haavisto";2009;2009-06-24
"263";"MYSTEERIMIES";22000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Miia Haavisto";2009;2009-06-24
"264";"KOTIA KOHTI";18000;"Kehittämistuki";"Dokumenttielokuva";"Kinoproduction Oy";"Miia Haavisto";2009;2009-06-22
"265";"MAAILMANLOPUN MARKKINAT";5000;"Kehittämistuki";"Dokumenttielokuva";"Linssilude Oy";"Miia Haavisto";2009;2009-06-22
"266";"YLI LOHIKÄÄRMEEN PORTIN";12000;"Kehittämistuki";"Dokumenttielokuva";"NBB Navy Blue Bird Oy";"Miia Haavisto";2009;2009-06-18
"267";"VIRU-HOTELLI - ORATORIO TALOLLE";15000;"Kehittämistuki";"Dokumenttielokuva";"Kinosto Oy";"Miia Haavisto";2009;2009-05-12
"268";"MINÄ, PRESIDENTTI";22000;"Kehittämistuki";"Dokumenttielokuva";"Making Movies - Nordberg & Aho Oy";"Miia Haavisto";2009;2009-05-11
"269";"INT./EXT.";4300;"Kehittämistuki";"Dokumenttielokuva";"napafilms oy";"Miia Haavisto";2009;2009-04-03
"270";"FINSK BLOD, SVENSKT HJÄRTA";20000;"Kehittämistuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Miia Haavisto";2009;2009-03-26
"271";"FROZEN LAND (Frozen dreams)";20000;"Kehittämistuki";"Dokumenttielokuva";"Saamifilmi Oy";"Miia Haavisto";2009;2009-03-12
"272";"ARANDA";8000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Miia Haavisto";2009;2009-02-27
"273";"HYLKY";7000;"Kehittämistuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Miia Haavisto";2009;2009-02-17
"274";"MIEHEN KUVA";10000;"Kehittämistuki";"Dokumenttielokuva";"Guerilla Films Oy";"Miia Haavisto";2009;2009-01-26
"275";"PAINAJAINEN";20000;"Kehittämistuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Miia Haavisto";2009;2009-01-08
"276";"RAKKAUS RIITTÄÄ";8000;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Miia Haavisto";2009;2009-01-05
"277";"VAKOOJA";10000;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Miia Haavisto";2008;2008-12-22
"278";"KINNVIKA";8000;"Kehittämistuki";"Dokumenttielokuva";"KINOVID PRODUCTIONS Ky";"Miia Haavisto";2008;2008-12-22
"279";"RAITIS, AUTOILEVA";10000;"Kehittämistuki";"Dokumenttielokuva";"NBB Navy Blue Bird Oy";"Miia Haavisto";2008;2008-12-17
"280";"SALLAN STRATEGIA";9000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2008;2008-11-11
"281";"GAUCHO";24000;"Kehittämistuki";"Dokumenttielokuva";"Silva Mysterium Oy";"Elina Kivihalme";2008;2008-10-16
"282";"HISTORIEN OM EN DEDIKATION";14600;"Kehittämistuki";"Dokumenttielokuva";"Sus Productions";"Elina Kivihalme";2008;2008-09-03
"283";"KULTAMETSÄT, FORESTS OF GOLD";7000;"Kehittämistuki";"Dokumenttielokuva";"Elokuvaosuuskunta Camera Cagliostro";"Elina Kivihalme";2008;2008-07-02
"284";"RAVIOLI (työnimi)";5500;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2008;2008-06-19
"285";"TAGIKAKS";12000;"Kehittämistuki";"Dokumenttielokuva";"Katharsis Films Oy";"Elina Kivihalme";2008;2008-06-18
"286";"AUF WIEDERSEHEN FINNLAND";10000;"Kehittämistuki";"Dokumenttielokuva";"Kinotar Oy (vanha)";"Elina Kivihalme";2008;2008-05-23
"287";"HILJAA TOIVOTUT";12000;"Kehittämistuki";"Dokumenttielokuva";"Vaski Filmi Oy";"Elina Kivihalme";2008;2008-05-12
"288";"PUNAKONE";14000;"Kehittämistuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2008;2008-05-12
"289";"ONNELLISTEN KAUPUNKI";8000;"Kehittämistuki";"Dokumenttielokuva";"Alppiharjun Elokuva Oy";"Elina Kivihalme";2008;2008-05-09
"290";"TAPAUS F16";9500;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Elina Kivihalme";2008;2008-05-08
"291";"RIEMURUHTINAAT";20000;"Kehittämistuki";"Dokumenttielokuva";"Kino Kombinat Oy";"Elina Kivihalme";2008;2008-05-08
"292";"COMRADE, WHERE ARE YOU TODAY?";20000;"Kehittämistuki";"Dokumenttielokuva";"Making Movies - Nordberg & Aho Oy";"Elina Kivihalme";2008;2008-04-11
"293";"WIRELESS GAME";16000;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Elina Kivihalme";2008;2008-03-17
"294";"BARON WREDE AF ELIMÄ";10000;"Kehittämistuki";"Dokumenttielokuva";"Långfilm Productions Finland Oy";"Elina Kivihalme";2008;2008-02-19
"295";"LASKETTU AIKA";12000;"Kehittämistuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2008;2008-02-15
"296";"PAASTO";10000;"Kehittämistuki";"Dokumenttielokuva";"Kinotar Oy (vanha)";"Miia Haavisto";2008;2008-01-23
"297";"VARPUSET (Sparrows)";8000;"Kehittämistuki";"Dokumenttielokuva";"Av-torppa Oy";"Elina Kivihalme";2008;2008-01-14
"298";"ARVOSTETULLA ALUEELLA";10000;"Kehittämistuki";"Dokumenttielokuva";"Ilokuva, Naukkarinen&Co";"Elina Kivihalme";2008;2008-01-09
"299";"Fatima (nuorisoraha)";20000;"Kehittämistuki";"Lyhyt elokuva";"Making Movies - Nordberg & Aho Oy";"Joona Louhivuori";2011;2011-10-26
"300";"Tommys supersoffa";20000;"Kehittämistuki";"TV-sarja";"Handle Productions Oy";"Joona Louhivuori";2012;2012-10-24
"301";"Varning För Tunn Is (Novellfilm 2017)";30000;"Kehittämistuki";"Lyhyt elokuva";"Cineparadiso Oy";"Pekka Uotila";2015;2015-11-19
"302";"Napoli";10000;"Kehittämistuki";"Lyhyt elokuva";"EX-PROFESSO ARTS MANAGEMENT OY";"Pekka Uotila";2015;2015-11-19
"303";"The Professional Mourner";15000;"Kehittämistuki";"Lyhyt elokuva";"Sons of Lumière Oy";"Pekka Uotila";2015;2015-11-19
"304";"Ääni syvyydestä";15000;"Kehittämistuki";"Lyhyt elokuva";"Twisted Films Oy";"Pekka Uotila";2015;2015-11-19
"305";"Muuttolinnut";10000;"Kehittämistuki";"Lyhyt elokuva";"Filmimaa Oy";"Pekka Uotila";2015;2015-09-17
"306";"Mirages";15000;"Kehittämistuki";"Lyhyt elokuva";"Kroma Productions Oy";"Pekka Uotila";2015;2015-09-17
"307";"Daughter of Ice and Snow";5000;"Kehittämistuki";"Lyhyt elokuva";"Lumo Films Oy";"Pekka Uotila";2015;2015-09-17
"308";"Sound of a mushroom";4000;"Kehittämistuki";"Lyhyt elokuva";"Villilä Studiot Oy";"Pekka Uotila";2015;2015-09-17
"309";"VALKOINEN HETKI";15000;"Kehittämistuki";"Lyhyt elokuva";"Visiokolmio Oy";"Pekka Uotila";2015;2015-09-17
"310";"Autobiografi";10000;"Kehittämistuki";"Lyhyt elokuva";"Inland Film Company Oy";"Joona Louhivuori";2015;2015-06-04
"311";"Valehtelija";10000;"Kehittämistuki";"Lyhyt elokuva";"TACK Films Oy";"Joona Louhivuori";2015;2015-06-04
"312";"Komitea";19000;"Kehittämistuki";"Lyhyt elokuva";"Tuffi Films Oy";"Joona Louhivuori";2015;2015-06-04
"313";"Saatanan kanit";10000;"Kehittämistuki";"Lyhyt elokuva";"Elokuvayhtiö Komeetta Oy";"Joona Louhivuori";2015;2015-04-02
"314";"Hindenburg";10000;"Kehittämistuki";"Lyhyt elokuva";"Production House OY Finland";"Joona Louhivuori";2015;2015-04-02
"315";"Taru, sormus ja herra";3200;"Kehittämistuki";"Lyhyt elokuva";"Villilä Studiot Oy";"Joona Louhivuori";2015;2015-03-23
"316";"Moottoriöljy";10000;"Kehittämistuki";"Lyhyt elokuva";"Special Film Company Oy";"Joona Louhivuori";2014;2014-12-04
"317";"Pimein hetki";5500;"Kehittämistuki";"Lyhyt elokuva";"Welhofilmi Oy";"Joona Louhivuori";2014;2014-12-04
"318";"Imagination ball";7000;"Kehittämistuki";"Lyhyt elokuva";"napafilms oy";"Joona Louhivuori";2014;2014-12-04
"319";"Kaatumisia";11000;"Kehittämistuki";"Lyhyt elokuva";"MEDIAPORRAS OY";"Joona Louhivuori";2014;2014-10-22
"320";"Bumaye";3500;"Kehittämistuki";"Lyhyt elokuva";"Otto tuotanto Oy";"Joona Louhivuori";2014;2014-10-22
"321";"Mausoleum";7000;"Kehittämistuki";"Lyhyt elokuva";"Elokuvayhtiö Komeetta Oy";"Joona Louhivuori";2014;2014-06-04
"322";"Kalsarit";5500;"Kehittämistuki";"Lyhyt elokuva";"Monami-Agency Oy";"Joona Louhivuori";2014;2014-06-04
"323";"PUTSAAJAT";10000;"Kehittämistuki";"Lyhyt elokuva";"Filmimaa Oy";"Joona Louhivuori";2014;2014-04-02
"324";"Moottorisahajonglööri";10000;"Kehittämistuki";"Lyhyt elokuva";"Special Film Company Oy";"Joona Louhivuori";2014;2014-04-02
"325";"HILPI (sarja)";8000;"Kehittämistuki";"Lyhyt elokuva";"Mandart Entertainment Oy";"Miia Haavisto";2014;2014-03-18
"326";"Jussi";7000;"Kehittämistuki";"Lyhyt elokuva";"Tuffi Films Oy";"Joona Louhivuori";2014;2014-02-11
"327";"Äiti";4000;"Kehittämistuki";"Lyhyt elokuva";"napafilms oy";"Joona Louhivuori";2014;2014-02-04
"328";"Nelikko (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"Black Lion Pictures Oy";"Joona Louhivuori";2013;2013-10-23
"329";"Lauantai (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"Helsinki-filmi Oy";"Joona Louhivuori";2013;2013-10-23
"330";"Mira ? Valtsu";8000;"Kehittämistuki";"Lyhyt elokuva";"Silent Paprika Films Oy";"Joona Louhivuori";2013;2013-10-23
"331";"Puuttuminen (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"TACK Films Oy";"Joona Louhivuori";2013;2013-10-23
"332";"Säälistäjät (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"Elokuvatuotantoyhtiö Made Oy";"Joona Louhivuori";2013;2013-09-18
"333";"Miss Zahra (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"MJÖLK MOVIES Oy";"Joona Louhivuori";2013;2013-09-18
"334";"Ekstropia";10000;"Kehittämistuki";"Lyhyt elokuva";"Of Course My Films";"Joona Louhivuori";2013;2013-09-18
"335";"Pirssimies";24000;"Kehittämistuki";"Lyhyt elokuva";"Pohjola-filmi Oy";"Joona Louhivuori";2013;2013-09-18
"336";"Perintö (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"Silva Mysterium Oy";"Joona Louhivuori";2013;2013-09-18
"337";"Äiti";9000;"Kehittämistuki";"Lyhyt elokuva";"napafilms oy";"Joona Louhivuori";2013;2013-09-18
"338";"Juhannusyö";16000;"Kehittämistuki";"Lyhyt elokuva";"65 Wilding Films";"Joona Louhivuori";2013;2013-05-29
"339";"Naisten haku";6000;"Kehittämistuki";"Lyhyt elokuva";"Wacky Tie Films Oy";"Joona Louhivuori";2013;2013-04-24
"340";"Rocky";11000;"Kehittämistuki";"Lyhyt elokuva";"Helsinki-filmi Oy";"Joona Louhivuori";2013;2013-03-20
"341";"The Swan";10000;"Kehittämistuki";"Lyhyt elokuva";"Medeia Oy";"Joona Louhivuori";2013;2013-03-20
"342";"TIIKERIT";10000;"Kehittämistuki";"Lyhyt elokuva";"Tuffi Films Oy";"Joona Louhivuori";2013;2013-03-20
"343";"Mutavyöry";3000;"Kehittämistuki";"Lyhyt elokuva";"Wacky Tie Films Oy";"Joona Louhivuori";2013;2013-02-05
"344";"Nightsatan";20000;"Kehittämistuki";"Lyhyt elokuva";"Twisted Films Oy";"Joona Louhivuori";2012;2012-12-05
"345";"Devil Inside Me x 3 (nuorisoraha)";17674;"Kehittämistuki";"Lyhyt elokuva";"Elokuvatuotantoyhtiö Made Oy";"Joona Louhivuori";2012;2012-11-12
"346";"Pimeällä polulla";13000;"Kehittämistuki";"Lyhyt elokuva";"New Dawn Oy";"Joona Louhivuori";2012;2012-09-19
"347";"Kalsarit";9500;"Kehittämistuki";"Lyhyt elokuva";"Ahlgren Harjula Konttinen Oy";"Joona Louhivuori";2012;2012-09-19
"348";"Hiljaisuuden äänet (työnimi)";4136;"Kehittämistuki";"Lyhyt elokuva";"Obscure Entertainment Osuuskunta";"Joona Louhivuori";2012;2012-06-11
"349";"Kuvaaja";15000;"Kehittämistuki";"Lyhyt elokuva";"Dodoni kulttuuriosuuskunta";"Joona Louhivuori";2012;2012-05-30
"350";"Taukopaikka";8000;"Kehittämistuki";"Lyhyt elokuva";"Jalo Production Oy";"Joona Louhivuori";2012;2012-05-30
"351";"AFTER EVERYTHING - KAIKEN JÄLKEEN";11000;"Kehittämistuki";"Lyhyt elokuva";"Kristallisilmä Oy";"Joona Louhivuori";2012;2012-05-30
"352";"Reunion";3000;"Kehittämistuki";"Lyhyt elokuva";"Oy Bufo Ab";"Joona Louhivuori";2012;2012-05-30
"353";"Cyklisten";12000;"Kehittämistuki";"Lyhyt elokuva";"Periferia Productions Oy";"Joona Louhivuori";2012;2012-05-30
"354";"Sosiaalinen yhteys (työnimi)";20000;"Kehittämistuki";"Lyhyt elokuva";"Visiokolmio Oy";"Joona Louhivuori";2012;2012-05-30
"355";"Kill Your Idols";16000;"Kehittämistuki";"Lyhyt elokuva";"Muste ja Valo Oy";"Joona Louhivuori";2012;2012-04-25
"356";"BARNENS RIKE";6752;"Kehittämistuki";"Lyhyt elokuva";"Kinoproduction Oy";"Miia Haavisto";2012;2012-04-12
"357";"MÄN SOM TALAR - MIEHET JOTKA PUHUVAT";9865;"Kehittämistuki";"Lyhyt elokuva";"Kinoproduction Oy";"Miia Haavisto";2012;2012-04-12
"358";"Paratiisin Avaimet";15000;"Kehittämistuki";"Lyhyt elokuva";"For Real Productions FRP Oy";"Joona Louhivuori";2012;2012-03-21
"359";"TÖMISTELIJÄ (nuorisoraha)";13360;"Kehittämistuki";"Lyhyt elokuva";"Oy Bufo Ab";"Joona Louhivuori";2012;2012-03-20
"360";"Kajaani 37 (novellielokuva)";5000;"Kehittämistuki";"Lyhyt elokuva";"Ahlgren Harjula Konttinen Oy";"Joona Louhivuori";2011;2011-12-07
