"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"2852";"TAIVAAN VALLAT";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiteollisuus Fine Oy";"Kaisu Isto";2009;2009-04-15
"2853";"RAKKAUDEN RASVAPROSENTTI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2009;2009-04-15
"2854";"ANSA";24000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2009;2009-03-26
"2855";"TOIVON TALO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2009;2009-03-19
"2856";"KORSO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2009;2009-03-16
"2857";"ROSKISPRINSSI";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Kaisu Isto";2009;2009-03-02
"2858";"HILJAISUUS";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2009;2009-02-24
"2859";"MOTHGIRL";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Niche Films Oy";"Jukka Asikainen";2009;2009-02-20
"2860";"OLAVI VIRTA";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Kaisu Isto";2009;2009-02-20
"2861";"MATKA EDENIIN";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bad Taste ltd";"Kaisu Isto";2009;2009-02-17
"2862";"MATIAS KORHOSEN LYHYT HISTORIA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"SF Film Finland Oy";"Kaisu Isto";2009;2009-02-04
"2863";"PUSSIKALJAELOKUVA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2009;2009-02-02
"2864";"PUSSIKALJAELOKUVA";21143;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2009;2009-02-02
"2865";"VALKOINEN PEURA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Petfilms Oy";"Jukka Asikainen";2009;2009-01-27
"2866";"PRINSESSA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Art Films production AFP Oy";"Kaisu Isto";2009;2009-01-20
"2867";"NIGHT OF THE WITCH";6000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Zone2 Pictures Oy";"Jukka Asikainen";2009;2009-01-14
"2868";"SEEPPARI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Tuotanto Oy Säihky";"Kaisu Isto";2009;2009-01-14
"2869";"KORSO";20135;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bronson Club Finland OyEI TÄMÄ NRO!!";"Jukka Asikainen";2008;2008-12-30
"2870";"MISS FARKKU-SUOMI";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Jukka Asikainen";2008;2008-12-30
"2871";"KUULUSTELU";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Jörn Donner Productions Oy";"Jukka Asikainen";2008;2008-12-22
"2872";"RAT KING";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2008;2008-12-22
"2873";"IRON SKY";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2008;2008-12-22
"2874";"TRICKSTER";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2008;2008-12-17
"2875";"RARE EXPORTS";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Kaisu Isto";2008;2008-12-16
"2876";"MUUMI JA PUNAINEN KOMEETTA";8500;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Filmkompaniet Alpha Ab";"Jukka Asikainen";2008;2008-12-11
"2877";"KULLANKAIVAJAT";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2008;2008-11-26
"2878";"KAUNEIMMAT BALLADIT";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Jukka Asikainen";2008;2008-11-20
"2879";"JOS RAKASTAT";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Kaisu Isto";2008;2008-11-20
"2880";"SISKO TAHTOISIN JÄÄDÄ";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2008;2008-11-06
"2881";"TUOKIOITA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Pystymetsä Oy";"Kaisu Isto";2008;2008-10-22
"2882";"KUOROPOJAT";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"SF Film Finland Oy";"Jukka Asikainen";2008;2008-10-16
"2883";"SEITSEMÄN KUKKULAN SANKARIT";6000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Kaisu Isto";2008;2008-10-16
"2884";"VÄHÄN KUNNIOITUSTA";17000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kotkan Leffat Ky";"Jukka Asikainen";2008;2008-09-25
"2885";"IT´S SNOWING MEN";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Dionysos Films Oy";"Kaisu Isto";2008;2008-09-23
"2886";"RANSKALAINEN MITTAMIES (ent. the French Surveyor)";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiryhmä Oy";"Kaisu Isto";2008;2008-09-23
"2887";"TOINEN JALKA HAUDASTA";2121;"Kehittämistuki";"Pitkä näytelmäelokuva";"Hi Conzept Oy";"Olli Soinio";2008;2008-09-22
"2888";"ELLA JA PATEROCK";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Snapper Films Oy";"Jukka Asikainen";2008;2008-08-29
"2889";"BELMONDO SISTERS";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Jukka Asikainen";2008;2008-07-02
"2890";"TIKIPOKSI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2008;2008-06-25
"2891";"ROMURALLI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2008;2008-06-25
"2892";"HILJAISUUS";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2008;2008-06-25
"2893";"SAGAAN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2008;2008-06-19
"2894";"RAT KING";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2008;2008-06-18
"2895";"BEST MAN";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Jukka Asikainen";2008;2008-06-16
"2896";"IRON SKY";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2008;2008-06-11
"2897";"RARE EXPORTS";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Kaisu Isto";2008;2008-06-11
"2898";"HELLA W";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Snapper Films Oy";"Kaisu Isto";2008;2008-06-11
"2899";"MALMI MURDERAZ (ent. Chilli kaupunki)";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Jukka Asikainen";2008;2008-05-23
"2900";"HAVUKKA-AHON AJATTELIJA";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2008;2008-05-14
"2901";"MUSTA";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2008;2008-05-13
"2902";"VERA - SUKUNSA VIIMEINEN";26000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Illume Oy";"Kaisu Isto";2008;2008-05-09
"2903";"ENSISUUKKO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Smile Entertainment Oy";"Kaisu Isto";2008;2008-05-08
"2904";"ALAN MIEHET (ent. Rööperi)";1e+05;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Kaisu Isto";2008;2008-05-06
"2905";"WALK DON´T RUN (kv-yhteistuotanto)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Moimedia Oy";"Kaisu Isto";2008;2008-04-24
"2906";"MISTÄ TUNNET SÄ YSTÄVÄN";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Jukka Asikainen";2008;2008-04-24
"2907";"ALLA AALTOJEN SYVIEN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2008;2008-04-24
"2908";"OLAVI VIRTA";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Kaisu Isto";2008;2008-03-31
"2909";"VÄHÄN KUNNIOITUSTA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kotkan Leffat Ky";"Jukka Asikainen";2008;2008-03-27
"2910";"VALKOINEN PEURA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Petfilms Oy";"Jukka Asikainen";2008;2008-03-18
"2911";"2012 (a.ka. Amnesia)";35000;"Kehittämistuki";"Pitkä näytelmäelokuva";"StereoscapeOy";"Kaisu Isto";2008;2008-03-17
"2912";"RALLIRAITA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Suomen Filmiteollisuus SF Oy";"Olli Soinio";2008;2008-03-13
"2913";"HAASKA";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Jukka Asikainen";2008;2008-03-05
"2914";"VERA - SUKUNSA VIIMEINEN";16000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Illume Oy";"Petri Kemppinen";2008;2008-02-26
"2915";"MUSTA AURINKO";9000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Petri Kemppinen";2008;2008-02-20
"2916";"JUMALAN LAPSET";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Olli Soinio";2008;2008-01-23
"2917";"KAUNEIMMAT BALLADIT";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Olli Soinio";2008;2008-01-23
"2918";"TOINEN JALKA HAUDASTA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiteollisuus Fine Oy";"Olli Soinio";2008;2008-01-08
"2919";"ILTA ON VIELÄ NUORI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bronson Club Finland OyEI TÄMÄ NRO!!";"Olli Soinio";2008;2008-01-07
"2920";"HORNKRONAN";8000;"Kehittämistuki";"Pitkä animaatioelokuva";"Lindström Christer aka CHRZU";"Petri Kemppinen";2008;2008-01-04
"2921";"Supermarsu";15000;"Kehittämistuki";"Pitkä animaatioelokuva";"Yellow Film & TV Oy";"Hannu Tuomainen";2013;2013-03-20
"2922";"2,5 ruumista (ent. Kuori)";35000;"Kehittämistuki";"Pitkä animaatioelokuva";"Indie Films Oy";"Jukka Asikainen";2011;2011-10-26
"2923";"Mestari ja Margarita / pilotti";35000;"Kehittämistuki";"Pitkä animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Jukka Asikainen";2011;2011-06-01
"2924";"THE SAMPO";15000;"Kehittämistuki";"Pitkä animaatioelokuva";"NDFC Helsinki Oy";"Kaisu Isto";2009;2009-12-11
"2925";"Tirlittan";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Making Movies - Nordberg & Aho Oy";"Hannu Tuomainen";2015;2015-06-04
"2926";"NIKO 2 (työnimi)";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Animaker Oy";"Kaisu Isto";2010;2010-11-30
"2927";"Pinja ja hopeasolki";14000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Zone2 Pictures Oy";"Marjo Valve";2015;2015-11-19
"2928";"Vinski ja näkymättömyyspulveri";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Snapper Films Oy";"Hannu Tuomainen";2015;2015-09-17
"2929";"Supermarsu";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Yellow Film & TV Oy";"Hannu Tuomainen";2015;2015-06-04
"2930";"Antero Varovainen ja Onnenkivi";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Art Films production AFP Oy";"Hannu Tuomainen";2015;2015-02-05
"2931";"Pertsa ja Kilu";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Silva Mysterium Oy";"Hannu Tuomainen";2014;2014-12-04
"2932";"Nörtti - Virtuaalisoturi";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Dionysos Films Oy";"Marjo Valve";2014;2014-12-04
"2933";"NICHOLAS OF THE NORTH";48000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Estar Studios Oy";"Jukka Asikainen";2014;2014-08-28
"2934";"Rölli ja salainen reitti";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"MRP Matila Röhr Productions Oy";"Hannu Tuomainen";2014;2014-06-04
"2935";"Duudsonit";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Solar Films Inc. Oy";"Hannu Tuomainen";2014;2014-06-04
"2936";"Jääkarhu";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Silva Mysterium Oy";"Hannu Tuomainen";2014;2014-04-02
"2937";"Rautasormi";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Filmimaa Oy";"Marjo Valve";2014;2014-04-02
"2938";"Lovemilla-elokuva";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"It´s Alive Films Oy";"Hannu Tuomainen";2013;2013-12-09
"2939";"Other Girls";25000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Marjo Valve";2013;2013-12-09
"2940";"Rölli ja salainen reitti";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"MRP Matila Röhr Productions Oy";"Hannu Tuomainen";2013;2013-05-29
"2941";"Hevisaurus - The Movie";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Solar Films Inc. Oy";"Hannu Tuomainen";2013;2013-03-20
"2942";"TYTTÖ JA MERENNEITO";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Hannu Tuomainen";2013;2013-02-05
"2943";"Olipa kerran joulu";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Reppufilmi Oy";"Marjo Valve";2013;2013-02-05
"2944";"Fyra vindar";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Street Movies AB filial i Finland";"Marjo Valve";2013;2013-02-05
"2945";"Fyra vindar";14950;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Street Movies AB filial i Finland";"Kaisu Isto";2012;2012-12-28
"2946";"Pimeyden Prinsessa";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Edith Film Oy";"Jukka Asikainen";2012;2012-12-05
"2947";"Seikkailu Kreikassa";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Yellow Film & TV Oy";"Jukka Asikainen";2012;2012-10-24
"2948";"Kuka missä milloin";35000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"napafilms oy";"Jukka Asikainen";2012;2012-04-25
"2949";"TOVE JA MERENNEITO";35000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Kaisu Isto";2011;2011-06-01
"2950";"Tohtori Ikijuuren salaisuus";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Liisa Helminen Film Productions Oy";"Kaisu Isto";2011;2011-06-01
"2951";"Huojuva kuu";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Elokuvayhtiö Oy Aamu Ab";"Kaisu Isto";2011;2011-03-18
"2952";"Intiaanikesä";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Snapper Films Oy";"Jukka Asikainen";2011;2011-02-08
"2953";"SEITSEMÄN KUKKULAN SANKARIT";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Silva Mysterium Oy";"Kaisu Isto";2011;2011-02-08
"2954";"TOHTORI IKIJUUREN SALAISUUS";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Liisa Helminen Film Productions Oy";"Kaisu Isto";2010;2010-10-27
"2955";"HERRA HEINÄMÄKI";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Jackpot Films Oy";"Jukka Asikainen";2010;2010-07-02
"2956";"TOVE JA MERENNEITO";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Kaisu Isto";2010;2010-06-09
"2957";"TÄHDENTEKIJÄ";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Apajalahti Oy";"Kaisu Isto";2010;2010-03-16
"2958";"TYTTÖJEN KESÄ (ent. Miinan kesä)";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Periferia Productions Oy";"Kaisu Isto";2009;2009-11-11
"2959";"TOVE JA MERENNEITO";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Kaisu Isto";2009;2009-10-30
"2960";"SUDEN VARJO (Pimeän polte)";19605;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Kinoproduction Oy";"Petri Kemppinen";2009;2009-05-25
"2961";"TIIKERISYDÄN";43000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Making Movies - Nordberg & Aho Oy";"Kaisu Isto";2009;2009-03-17
"2962";"TIIKERISYDÄN";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Making Movies - Nordberg & Aho Oy";"Kaisu Isto";2009;2009-03-04
"2963";"MIINAN KESÄ";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Periferia Productions Oy";"Kaisu Isto";2008;2008-09-19
"2964";"Onneli ja Anneli";20000;"Kehittämistuki";"TV-sarja";"Zodiak Finland Oy";"Kaisu Isto";2012;2012-05-30
"2965";"Raksa";20000;"Kehittämistuki";"TV-sarja";"Seismic Entertainment Oy";"Hannu Tuomainen";2013;2013-09-18
"2966";"Myrskyn jälkeen";10000;"Kehittämistuki";"TV-sarja";"Elokuvayhtiö Oy Aamu Ab";"Joona Louhivuori";2015;2015-04-02
"2967";"Ihan pimee";25000;"Kehittämistuki";"TV-sarja";"Production House OY Finland";"Joona Louhivuori";2015;2015-02-05
"2968";"Studio";10000;"Kehittämistuki";"TV-sarja";"Periferia Productions Oy";"Joona Louhivuori";2014;2014-12-04
"2969";"Downshiftaajat";20000;"Kehittämistuki";"TV-sarja";"Yellow Film & TV Oy";"Joona Louhivuori";2014;2014-12-04
"2970";"Catherine";40000;"Kehittämistuki";"TV-sarja";"Empire Pictures Oy";"Joona Louhivuori";2014;2014-10-22
"2971";"Kynsin hampain";20000;"Kehittämistuki";"TV-sarja";"FremantleMedia Finland Oy";"Joona Louhivuori";2014;2014-06-04
"2972";"The Resort";25000;"Kehittämistuki";"TV-sarja";"Helsinki-filmi Oy";"Joona Louhivuori";2014;2014-06-04
"2973";"LOLA UPPOCHNER";10000;"Kehittämistuki";"TV-sarja";"Långfilm Productions Finland Oy";"Joona Louhivuori";2014;2014-06-04
"2974";"Koukussa";50000;"Kehittämistuki";"TV-sarja";"Moskito Television Oy";"Joona Louhivuori";2014;2014-06-04
"2975";"Roba 3";20000;"Kehittämistuki";"TV-sarja";"Yellow Film & TV Oy";"Joona Louhivuori";2014;2014-06-04
"2976";"Näköalapaikka";15000;"Kehittämistuki";"TV-sarja";"Production House OY Finland";"Joona Louhivuori";2014;2014-02-04
"2977";"Welcome To Texas";20000;"Kehittämistuki";"TV-sarja";"Warner Bros. Finland";"Joona Louhivuori";2014;2014-02-04
"2978";"Yhteinen etu";10000;"Kehittämistuki";"TV-sarja";"Solar Films Inc. Oy";"Joona Louhivuori";2013;2013-10-23
"2979";"Welcome to Texas";20000;"Kehittämistuki";"TV-sarja";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2012;2012-12-05
"2980";"Kolme tarinaa";15000;"Kehittämistuki";"TV-sarja";"FremantleMedia Finland Oy";"Jukka Asikainen";2012;2012-12-05
"2981";"Klikkaa mua/Click me 12x45 TV-serie 2.season";50000;"Kehittämistuki";"TV-sarja";"Dionysos Films Oy";"Jukka Asikainen";2012;2012-12-05
"2982";"Deus X";40000;"Kehittämistuki";"TV-sarja";"Blind Spot Pictures Oy";"Jukka Asikainen";2012;2012-05-30
"2983";"Töölö";6000;"Kehittämistuki";"TV-sarja";"Filmiteollisuus Fine Oy";"Jukka Asikainen";2012;2012-05-30
"2984";"Rouva Sanchez";25000;"Kehittämistuki";"TV-sarja";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2012;2012-05-30
"2985";"Työvoimaa (työnimi)";20000;"Kehittämistuki";"TV-sarja";"Filmimaa Oy";"Jukka Asikainen";2012;2012-03-21
"2986";"Solar Films";150000;"Kehittämistuki (slate)";"";"Solar Films Inc. Oy";"Hannu Tuomainen";2015;2015-04-02
"2987";"Helsinki-filmi";150000;"Kehittämistuki (slate)";"";"Helsinki-filmi Oy";"Hannu Tuomainen";2015;2015-04-02
"2988";"Dionysos Films";150000;"Kehittämistuki (slate)";"";"Dionysos Films Oy";"Hannu Tuomainen";2015;2015-04-02
"2989";"Joulutarina";2000;"Kotimaisten elokuvien digitointi";"";"Snapper Films Oy";"Harri Ahokas";2015;2015-12-18
"2990";"Turilas & Jäärä -sarjan digitalisointi";15000;"Kotimaisten elokuvien digitointi";"";"Lumifilm Oy";"Harri Ahokas";2015;2015-11-18
"2991";"Kenen joukoissa seisot, Lastuja, Helsinki ikuisesti ja Punk-tauti joka ei tapa DCP-kopiot";12500;"Kotimaisten elokuvien digitointi";"";"Illume Oy";"Harri Ahokas";2015;2015-09-16
"2992";"Mika Kaurismäen vanhojen elokuvien (13kpl) digitointi";35000;"Kotimaisten elokuvien digitointi";"";"Marianna Films Oy";"Harri Ahokas";2014;2014-12-05
"2993";"Digikopiot: Sibelius, Kulkuri ja joutsen";40000;"Kotimaisten elokuvien digitointi";"";"Artista Filmi Oy";"Harri Ahokas";2014;2014-12-05
"2994";"Aki Kaurismäen pitkien elokuvien digitalisointi";150000;"Kotimaisten elokuvien digitointi";"";"Sputnik Oy";"Harri Ahokas";2014;2014-10-22
"2995";"CICAE Art Cinema = Action + Management";1300;"Koulutustuki";"";"Kino Sheryl Oy";"Harri Ahokas";2015;2015-09-16
"2996";"Laura Laaksosen osallistuminen EAVE Marketing Workshopiin";1300;"Koulutustuki";"";"Iron Sky Universe Oy";"Harri Ahokas";2014;2014-12-05
"2997";"Iron Sky The Coming Race, EAVE";1300;"Koulutustuki";"";"Ben-Amor Semira";"Harri Ahokas";2014;2014-12-05
"2998";"cinema 2014";320;"Koulutustuki";"";"Pirkanmaan elokuvakeskus ry";"Harri Ahokas";2014;2014-12-05
"2999";"MUUMI JA PUNAINEN PYRSTÖTÄHTI;KV-kulut";45000;"Kulttuuriviennin hanketuki";"Pitkä animaatioelokuva";"Oy Filmkompaniet Alpha Ab";"Jaana Puskala";2010;2010-03-17
"3000";"Hyvästi Afrikka";10000;"Kulttuuriviennin hanketuki";"";"Guerilla Films Oy";"Marja Pallassalo";2015;2015-12-22
"3001";"Daddy and the Muscle Academy ja P(l)ain Truth";20000;"Kulttuuriviennin hanketuki";"";"Kristallisilmä Oy";"Marja Pallassalo";2015;2015-12-18
"3002";"Tom of Finland elokuvan KV-julkistamistapahtuma Berliinin elokuvafestivaalin yhteydessä";23000;"Kulttuuriviennin hanketuki";"";"Helsinki-filmi Oy";"Jaana Puskala";2015;2015-12-18
"3003";"Muumit Rivieralla Oscar kamppanja";17000;"Kulttuuriviennin hanketuki";"";"Handle Productions Oy";"Jaana Puskala";2015;2015-11-27
"3004";"Nordic Noir - digitaalisen sovelluksen kehittäminen kv-markkinointia varten";16000;"Kulttuuriviennin hanketuki";"";"Zone2 Pictures Oy";"Jaana Puskala";2015;2015-11-27
"3005";"DocPoint Encounters 2016";5500;"Kulttuuriviennin hanketuki";"";"DocPoint-elokuvatapahtumat ry";"Marja Pallassalo";2015;2015-11-26
"3006";"Kuuroille korville –dokumenttielokuvan kautta tiedotustyöhön kuurojen oikeuksista Etiopiassa";5000;"Kulttuuriviennin hanketuki";"";"Oktober Oy";"Marja Pallassalo";2015;2015-11-26
"3007";"Miekkailija-elokuvan Oscar- ja Golden Globe-kampanja";40000;"Kulttuuriviennin hanketuki";"";"Making Movies - Nordberg & Aho Oy";"Jaana Puskala";2015;2015-09-30
"3008";"Äidin toive -elokuvan (ohj: Joonas Berghäll) kansainväliseen levitykseen";22000;"Kulttuuriviennin hanketuki";"";"Oktober Oy";"Marja Pallassalo";2015;2015-09-24
"3009";"Finnish Film Affair 2015";50000;"Kulttuuriviennin hanketuki";"";"Helsinki International Film Festival - R&A";"Jaana Puskala";2015;2015-06-05
"3010";"Suomalaisen dokumenttielokuvan kansainvälistymishanke IDFA Finnish Dinner 2015";3000;"Kulttuuriviennin hanketuki";"";"Dokumenttikilta Ry";"Otto Suuronen";2015;2015-06-04
"3011";"FixC-osuuskunnan kansainvälinen esitys- ja promohanke";5500;"Kulttuuriviennin hanketuki";"";"FixC osuuskunta";"Marja Pallassalo";2015;2015-05-20
"3012";"Tom of Finland KV-hanketuki";25000;"Kulttuuriviennin hanketuki";"";"Helsinki-filmi Oy";"Jaana Puskala";2015;2015-05-12
"3013";"Suomen elokuvakomissio Cannesin elokuvamarketissa 2015";5000;"Kulttuuriviennin hanketuki";"";"Finnish Film & Audiovisual Export";"Jaana Puskala";2015;2015-04-16
"3014";"Seksin ABC-animaatiosarja; englanninkielisen HD- ja mobiiliversion tuottaminen";17500;"Kulttuuriviennin hanketuki";"";"Zukovski Edutainment Oy";"Jaana Puskala";2015;2015-04-15
"3015";"Who would buy this? -tapahtuman järjestämiseen";3000;"Kulttuuriviennin hanketuki";"";"Tampereen elokuvajuhlat ry";"Otto Suuronen";2015;2015-04-02
